Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season,all_nba_1st_team
Tom Hammonds,PF,32,MIN,56,372,9.9,.481,.000,.577,10.5,21.2,15.8,3.9,1.1,0.6,14.7,17.3,,0.1,0.4,0.5,.061,,-3.8,-1.7,-5.5,-0.3,2000,0
Al Harrington,PF,19,IND,50,854,10.8,.524,.129,.420,6.4,14.2,10.4,7.1,1.5,0.7,17.2,20.1,,0.1,0.9,1.0,.057,,-3.3,-0.1,-3.4,-0.3,2000,0
Othella Harrington,PF,26,VAN,82,2677,13.3,.560,.002,.359,8.7,16.5,12.6,6.3,0.7,1.6,18.4,20.0,,2.0,1.0,3.0,.054,,-1.7,-1.8,-3.5,-1.0,2000,0
Antonio Harvey,PF,29,POR,19,137,10.1,.581,.000,.400,7.3,20.4,14.2,5.7,0.4,3.2,25.4,15.9,,0.0,0.2,0.2,.067,,-3.9,0.5,-3.4,0.0,2000,0
Alan Henderson,PF,27,ATL,82,2775,14.7,.503,.011,.359,10.5,12.1,11.3,4.6,1.5,1.3,11.4,19.4,,2.9,1.4,4.3,.074,,-0.4,-1.2,-1.6,0.3,2000,0
Mark Hendrickson,PF,25,TOT,15,71,10.4,.666,.000,.500,4.6,16.0,10.2,12.2,1.4,1.0,23.5,7.8,,0.1,0.1,0.1,.098,,-1.7,1.2,-0.6,0.0,2000,0
Mark Hendrickson,PF,25,CLE,10,47,12.9,.761,.000,.286,4.7,21.7,13.1,9.9,2.1,1.5,27.6,10.1,,0.1,0.1,0.1,.132,,-1.7,3.0,1.3,0.0,2000,0
Mark Hendrickson,PF,25,NJN,5,24,5.5,.266,.000,2.000,4.5,4.8,4.6,16.6,0.0,0.0,0.0,3.5,,0.0,0.0,0.0,.030,,-1.8,-2.3,-4.2,0.0,2000,0
Tyrone Hill,PF,31,PHI,68,2155,14.6,.529,.002,.395,11.1,21.1,16.0,4.0,1.5,0.9,13.9,18.2,,2.2,3.5,5.7,.128,,-1.0,-0.4,-1.4,0.3,2000,0
Derek Hood,PF,23,CHH,2,4,-24.2,.000,.000,.000,0.0,27.5,14.1,0.0,0.0,0.0,0.0,33.6,,-0.1,0.0,-0.1,-0.738,,-18.9,-10.6,-29.5,0.0,2000,0
Robert Horry,PF,29,LAL,76,1685,14.3,.528,.259,.311,8.6,14.3,11.5,10.0,2.6,3.3,15.0,12.7,,2.1,3.6,5.7,.161,,-0.1,3.1,3.0,2.2,2000,0
Juwan Howard,PF,26,WAS,82,2909,12.3,.496,.006,.248,5.2,13.5,9.3,14.5,1.2,0.5,15.5,22.2,,0.5,1.3,1.9,.031,,-1.4,-1.4,-2.8,-0.6,2000,0
Rick Hughes,PF,26,DAL,21,224,10.9,.491,.014,.361,11.6,11.9,11.8,6.1,0.7,0.3,14.4,19.2,,0.1,0.1,0.1,.029,,-2.4,-2.6,-5.0,-0.2,2000,0
Randell Jackson,PF,24,DAL,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.025,,-3.3,-3.1,-6.3,0.0,2000,0
Harold Jamison,PF,23,MIA,12,74,6.6,.322,.000,.900,26.3,7.5,16.4,8.2,1.4,1.0,12.5,20.1,,-0.1,0.1,0.0,-0.017,,-5.5,-2.8,-8.3,-0.1,2000,0
DeMarco Johnson,PF,24,NYK,5,37,0.5,.333,.000,.000,9.9,12.4,11.2,0.0,1.5,0.0,25.0,15.4,,-0.1,0.0,-0.1,-0.091,,-9.6,-0.7,-10.3,-0.1,2000,0
Ervin Johnson,C,32,MIL,80,2129,12.7,.550,.004,.563,12.8,22.7,17.8,2.8,2.0,4.5,18.7,8.9,,2.4,2.6,4.9,.111,,-1.3,0.9,-0.4,0.9,2000,0
Larry Johnson,PF,30,NYK,70,2281,12.4,.517,.267,.256,4.7,14.8,9.9,12.6,1.0,0.2,11.5,17.0,,2.3,2.7,5.1,.107,,0.3,0.4,0.7,1.6,2000,0
Popeye Jones,PF,29,DEN,40,330,12.4,.463,.029,.183,13.4,20.6,17.0,9.0,0.5,1.2,10.4,16.5,,0.3,0.2,0.6,.082,,-1.8,-1.5,-3.4,-0.1,2000,0
Adam Keefe,C,29,UTA,62,604,7.6,.463,.008,.277,9.3,18.0,13.7,8.5,1.5,1.7,24.0,14.7,,-0.4,0.8,0.4,.030,,-4.4,0.4,-4.0,-0.3,2000,0
Shawn Kemp,C,30,CLE,82,2492,17.2,.508,.005,.547,10.2,22.4,16.3,10.0,2.0,2.8,16.8,30.2,,0.2,3.8,4.0,.077,,-1.8,-0.3,-2.1,0.0,2000,0
Lari Ketner,PF,22,TOT,22,132,7.1,.456,.000,.375,10.0,19.2,14.5,1.4,1.5,1.7,21.2,15.8,,-0.1,0.2,0.0,.004,,-5.6,-1.4,-7.0,-0.2,2000,0
Lari Ketner,PF,22,CHI,6,41,3.6,.460,.000,.200,0.0,20.4,10.0,4.4,1.3,1.8,21.6,15.5,,-0.1,0.0,0.0,-0.026,,-8.0,-0.5,-8.4,-0.1,2000,0
Lari Ketner,PF,22,CLE,16,91,8.7,.455,.000,.455,14.6,18.6,16.6,0.0,1.7,1.6,21.0,16.0,,-0.1,0.1,0.0,.018,,-4.5,-1.9,-6.4,-0.1,2000,0
Joe Kleine,C,38,POR,7,31,6.8,.446,.000,.273,0.0,21.6,11.4,10.2,1.7,0.0,14.0,21.3,,0.0,0.1,0.0,.040,,-6.5,1.0,-5.4,0.0,2000,0
Travis Knight,C,25,LAL,63,410,9.5,.418,.000,.237,12.2,21.4,16.9,8.3,0.8,3.9,16.6,16.7,,-0.2,0.8,0.6,.074,,-6.0,0.7,-5.3,-0.3,2000,0
Christian Laettner,C,30,DET,82,2443,14.8,.539,.030,.365,8.3,17.9,13.1,12.4,1.7,1.3,16.7,20.1,,2.7,2.4,5.1,.100,,-0.8,0.0,-0.8,0.7,2000,0
Raef LaFrentz,C,23,DEN,81,2435,16.3,.512,.208,.268,7.5,21.2,14.3,6.5,0.9,5.0,8.9,19.3,,2.9,3.0,5.9,.116,,-0.2,0.4,0.2,1.4,2000,0
Andrew Lang,C,33,NYK,19,244,10.3,.440,.000,.109,8.0,20.7,14.6,2.0,1.8,1.9,6.9,14.0,,0.0,0.4,0.4,.086,,-2.8,1.5,-1.3,0.0,2000,0
Grant Long,PF,33,VAN,42,920,11.7,.512,.024,.425,11.1,19.4,15.2,7.2,2.6,0.8,19.8,12.2,,0.6,0.8,1.4,.073,,-1.9,0.3,-1.7,0.1,2000,0
Luc Longley,C,31,PHO,72,1417,8.8,.512,.000,.243,8.0,17.2,12.7,8.4,0.8,2.1,23.5,18.0,,-0.9,2.2,1.3,.044,,-5.0,0.4,-4.6,-0.9,2000,0
Todd MacCulloch,C,24,PHI,56,528,16.1,.557,.000,.335,9.9,20.8,15.3,4.2,1.1,5.1,12.3,17.5,,0.7,1.0,1.7,.150,,-1.6,1.6,0.0,0.3,2000,0
Don MacLean,PF,30,PHO,16,143,4.6,.407,.122,.122,4.8,13.0,9.0,8.5,0.7,0.5,13.4,18.4,,-0.2,0.2,0.0,-0.004,,-6.6,-1.1,-7.6,-0.2,2000,0
Karl Malone*,PF,36,UTA,82,2947,27.1,.582,.005,.501,7.1,24.7,16.1,20.9,1.4,1.9,11.4,31.9,,10.7,4.5,15.3,.249,,6.4,1.1,7.5,7.1,2000,0
Danny Manning,PF,33,MIL,72,1217,10.1,.460,.012,.153,4.8,15.1,10.0,8.9,2.6,1.8,13.2,15.2,,-0.1,1.1,1.0,.039,,-3.3,0.7,-2.6,-0.2,2000,0
Sean Marks,PF,24,TOR,5,12,9.7,.515,.167,.667,0.0,19.3,9.3,0.0,4.3,5.9,27.9,39.7,,0.0,0.0,0.0,-0.094,,-10.6,1.2,-9.4,0.0,2000,0
Donyell Marshall,PF,26,GSW,64,2071,17.1,.478,.164,.304,9.0,24.2,16.2,13.5,1.7,2.3,11.4,21.9,,1.9,1.9,3.8,.088,,1.2,-0.5,0.7,1.4,2000,0
Tony Massenburg,PF,32,HOU,10,109,13.8,.534,.000,.444,7.4,20.1,13.9,4.5,0.9,3.0,17.3,21.0,,0.1,0.1,0.2,.073,,-1.8,-0.3,-2.0,0.0,2000,0
Walter McCarty,PF,25,BOS,61,879,7.2,.451,.478,.235,4.1,10.5,7.1,11.6,1.4,1.9,20.9,15.8,,-0.7,0.6,-0.2,-0.009,,-2.5,-1.0,-3.5,-0.3,2000,0
Jelani McCoy,C,22,SEA,58,746,13.2,.574,.000,.514,7.8,18.6,13.1,5.0,1.0,4.3,17.2,15.5,,0.6,0.9,1.5,.099,,-3.2,0.7,-2.5,-0.1,2000,0
Antonio McDyess,PF,25,DEN,81,2698,19.6,.539,.002,.426,9.4,18.4,13.8,10.9,1.3,3.5,13.8,26.9,,3.3,2.9,6.2,.110,,0.9,-0.1,0.7,1.9,2000,0
Jim McIlvaine,C,27,NJN,66,1048,10.0,.439,.000,.364,10.9,13.6,12.2,5.0,1.3,7.7,17.5,9.2,,0.3,1.2,1.5,.068,,-4.5,2.4,-2.1,0.0,2000,0
Anthony Miller,PF,28,HOU,35,476,13.5,.544,.000,.526,11.8,26.5,19.3,5.2,1.2,1.4,13.7,12.8,,0.6,0.6,1.2,.120,,-1.9,-0.4,-2.4,0.0,2000,0
Brad Miller,C,23,CHH,55,961,18.9,.558,.007,.666,13.5,20.6,17.1,7.8,1.2,2.5,11.2,19.9,,2.4,1.4,3.8,.192,,0.7,-0.5,0.2,0.5,2000,0
Oliver Miller,C,29,PHO,51,1088,15.5,.609,.000,.313,9.1,17.5,13.4,9.5,2.0,5.3,21.8,13.7,,1.1,2.3,3.4,.152,,-1.1,3.1,2.0,1.1,2000,0
Terry Mills,PF,32,DET,82,1842,11.0,.545,.496,.070,3.1,21.3,12.3,7.1,1.0,0.9,8.4,13.1,,2.1,1.7,3.8,.099,,-0.4,0.1,-0.3,0.8,2000,0
Nazr Mohammed,C,22,PHI,28,190,7.0,.424,.000,.407,9.2,20.1,14.5,1.6,1.1,4.6,22.0,18.9,,-0.4,0.3,-0.1,-0.016,,-6.8,-0.1,-7.0,-0.2,2000,0
Eric Montross,C,28,DET,51,332,0.2,.332,.000,.218,6.3,18.8,12.6,2.9,0.9,2.0,26.7,10.9,,-0.7,0.3,-0.4,-0.058,,-8.8,-0.5,-9.3,-0.6,2000,0
Mikki Moore,C,24,DET,29,488,19.6,.671,.000,.486,10.5,16.1,13.3,5.9,0.9,4.6,11.9,17.4,,1.7,0.5,2.2,.218,,0.3,0.5,0.7,0.3,2000,0
Alonzo Mourning*,C,29,MIA,79,2748,25.8,.596,.003,.492,9.5,21.6,15.9,8.7,0.8,7.8,13.1,28.1,,7.3,5.6,12.9,.226,,3.1,2.2,5.3,5.0,2000,0
Gheorghe Mureșan,C,28,NJN,30,267,11.8,.492,.000,.422,9.6,19.0,14.1,5.6,0.0,3.1,13.0,20.5,,0.1,0.2,0.3,.052,,-4.4,-1.8,-6.2,-0.3,2000,0
Dikembe Mutombo*,C,33,ATL,82,2984,19.4,.621,.000,.735,11.2,31.3,21.2,5.4,0.5,5.9,18.7,13.8,,5.6,4.3,9.9,.160,,0.9,1.5,2.4,3.3,2000,0
Rasho Nesterović,C,23,MIN,82,1723,11.0,.492,.005,.238,9.0,16.6,12.8,7.8,0.6,3.6,12.9,14.4,,1.0,1.9,3.0,.082,,-2.9,0.3,-2.6,-0.2,2000,0
Dirk Nowitzki,PF,21,DAL,82,2938,17.5,.564,.274,.311,3.8,15.6,9.7,10.9,1.1,1.6,10.0,21.2,,6.1,1.9,8.1,.132,,2.1,-0.5,1.6,2.6,2000,0
Jermaine O'Neal,C,21,POR,70,859,13.3,.515,.005,.441,14.0,17.2,15.7,3.3,0.7,4.7,15.1,16.8,,0.7,1.4,2.1,.117,,-2.5,0.1,-2.5,-0.1,2000,0
Shaquille O'Neal*,C,27,LAL,79,3163,30.6,.578,.001,.495,11.5,24.8,18.3,19.3,0.6,5.3,9.9,31.2,,11.7,7.0,18.6,.283,,7.3,2.0,9.3,9.0,2000,1
Charles Oakley,PF,36,TOR,80,2431,10.1,.459,.073,.152,5.2,20.2,12.4,15.8,2.2,1.3,20.5,13.7,,-0.7,2.9,2.2,.044,,-3.3,1.1,-2.2,-0.1,2000,0
Hakeem Olajuwon*,C,37,HOU,44,1049,16.7,.484,.005,.266,7.1,21.9,14.6,10.2,2.0,4.4,13.4,22.7,,0.0,1.6,1.6,.072,,-0.8,1.3,0.5,0.7,2000,0
Michael Olowokandi,C,24,LAC,80,2493,10.4,.467,.000,.250,8.4,21.4,14.7,2.6,0.7,3.8,17.4,18.1,,-2.2,1.4,-0.8,-0.016,,-4.6,-1.4,-6.0,-2.6,2000,0
Greg Ostertag,C,26,UTA,81,1606,13.5,.525,.004,.700,13.3,23.0,18.3,1.7,0.7,8.2,18.4,12.3,,1.2,3.0,4.2,.124,,-1.9,1.7,-0.3,0.7,2000,0
Bo Outlaw,PF,28,ORL,82,2326,15.3,.597,.009,.478,9.5,15.1,12.3,14.7,2.4,4.5,24.5,9.8,,2.8,4.0,6.8,.140,,0.9,3.6,4.5,3.8,2000,0
Billy Owens,PF,30,PHI,46,919,9.8,.474,.105,.248,7.5,15.8,11.5,10.1,1.5,1.3,17.6,16.6,,-0.3,1.3,1.1,.055,,-3.0,0.8,-2.2,0.0,2000,0
Scott Padgett,PF,23,UTA,47,432,7.6,.395,.314,.193,6.9,17.7,12.4,8.9,1.7,1.4,12.7,18.6,,-0.5,0.6,0.1,.013,,-4.0,-0.5,-4.5,-0.3,2000,0
Cherokee Parks,C,27,VAN,56,808,11.9,.521,.007,.255,8.1,19.1,13.6,6.8,1.9,4.0,14.8,10.7,,0.6,0.8,1.4,.086,,-2.1,1.4,-0.6,0.3,2000,0
Andrae Patterson,PF,24,MIN,5,20,11.7,.750,.000,.000,5.8,5.9,5.8,7.6,2.6,0.0,20.0,11.3,,0.0,0.0,0.1,.124,,-2.5,0.6,-1.9,0.0,2000,0
Will Perdue,C,34,CHI,67,1012,6.6,.392,.000,.625,10.0,20.5,15.1,10.9,0.7,3.1,26.7,13.2,,-1.6,1.1,-0.5,-0.023,,-5.4,0.1,-5.3,-0.8,2000,0
Sam Perkins,PF,38,IND,81,1620,12.1,.555,.494,.220,4.6,15.0,10.0,6.4,1.0,1.3,11.5,15.3,,1.9,1.6,3.5,.103,,0.6,0.1,0.6,1.1,2000,0
Scot Pollard,C,24,SAC,76,1336,15.8,.584,.000,.562,13.0,18.5,15.8,4.5,2.0,2.9,12.4,12.6,,2.9,2.2,5.1,.183,,-0.9,1.0,0.1,0.7,2000,0
Olden Polynice,C,35,UTA,82,1819,10.4,.497,.005,.226,11.4,18.8,15.2,3.2,0.9,3.5,13.8,12.9,,0.7,2.5,3.2,.084,,-2.8,0.0,-2.8,-0.4,2000,0
Vitaly Potapenko,C,24,BOS,79,1797,13.8,.527,.002,.260,11.0,21.2,15.8,7.1,1.2,1.2,17.5,20.0,,1.0,1.5,2.5,.066,,-1.8,-1.7,-3.5,-0.7,2000,0
Aleksandar Radojević,C,23,TOR,3,24,2.4,.363,.000,.857,9.0,29.0,18.7,6.2,4.3,2.9,34.2,27.0,,-0.2,0.1,-0.1,-0.202,,-12.2,0.1,-12.1,-0.1,2000,0
Theo Ratliff,PF,26,PHI,57,1795,16.7,.568,.000,.481,8.5,18.4,13.4,3.3,0.9,7.0,15.4,17.2,,2.2,3.3,5.6,.149,,-0.8,2.0,1.2,1.4,2000,0
Bryant Reeves,C,26,VAN,69,1773,10.6,.481,.007,.294,8.4,18.0,13.2,7.9,1.0,1.5,15.8,19.3,,-0.2,0.9,0.6,.017,,-3.4,-1.4,-4.9,-1.3,2000,0
Don Reid,PF,26,TOT,38,498,12.1,.567,.000,.304,7.1,16.6,11.8,3.5,2.5,4.5,15.3,13.3,,0.5,0.7,1.1,.110,,-3.8,2.1,-1.8,0.0,2000,0
Don Reid,PF,26,DET,21,165,4.1,.478,.000,.176,3.5,14.0,8.8,0.9,1.5,5.3,23.1,12.7,,-0.2,0.2,0.0,-0.006,,-8.0,1.8,-6.2,-0.2,2000,0
Don Reid,PF,26,WAS,17,333,16.0,.603,.000,.359,8.9,17.8,13.3,4.8,3.0,4.1,11.7,13.6,,0.7,0.5,1.2,.167,,-1.8,2.2,0.4,0.2,2000,0
J.R. Reid,PF,31,MIL,34,602,9.0,.495,.055,.441,5.7,17.0,11.4,4.2,1.6,0.6,11.7,12.7,,0.4,0.3,0.7,.059,,-2.9,-0.7,-3.6,-0.2,2000,0
Stanley Roberts,C,29,PHI,5,51,3.0,.289,.063,.188,12.8,19.8,16.2,9.0,1.0,1.4,10.4,16.6,,-0.1,0.1,0.0,-0.025,,-8.4,-0.6,-9.0,-0.1,2000,0
David Robinson*,C,34,SAS,80,2557,24.6,.568,.002,.496,9.0,24.5,17.1,10.3,2.0,4.9,11.6,25.6,,6.2,6.4,12.7,.238,,3.1,2.8,5.9,5.1,2000,0
Dennis Rodman*,PF,38,DAL,12,389,8.4,.457,.032,.452,13.3,33.8,23.6,4.6,0.3,0.2,33.8,6.4,,0.1,0.5,0.6,.074,,-2.5,-0.7,-3.2,-0.1,2000,0
Carlos Rogers,C,28,HOU,53,1101,15.2,.549,.043,.423,10.2,17.6,14.0,6.3,0.6,2.0,14.1,17.8,,1.4,0.8,2.2,.096,,0.0,-0.9,-0.9,0.3,2000,0
Rodney Rogers,PF,28,PHO,82,2286,17.1,.570,.297,.283,6.9,14.8,10.9,12.5,2.1,1.5,14.1,22.2,,3.4,3.9,7.4,.154,,1.5,1.1,2.6,2.7,2000,0
Roy Rogers,PF,26,DEN,40,355,11.4,.420,.011,.466,10.0,14.5,12.3,3.8,0.3,7.3,8.6,14.2,,0.0,0.4,0.4,.048,,-2.4,0.7,-1.8,0.0,2000,0
Sean Rooks,C,30,DAL,71,1001,11.8,.480,.000,.314,8.9,17.7,13.3,9.9,1.5,3.5,17.8,17.3,,0.0,1.0,1.1,.051,,-3.5,0.7,-2.8,-0.2,2000,0
Malik Rose,PF,25,SAS,74,1341,13.2,.525,.008,.514,11.8,16.4,14.2,5.7,1.4,2.7,17.3,19.7,,0.9,2.4,3.4,.120,,-3.1,0.6,-2.6,-0.2,2000,0
Michael Ruffin,PF,23,CHI,71,975,7.8,.450,.000,.638,13.8,16.3,15.0,7.7,1.4,2.0,25.0,11.1,,-0.4,1.0,0.6,.032,,-5.0,-0.4,-5.4,-0.8,2000,0
Arvydas Sabonis*,C,35,POR,66,1688,20.3,.568,.032,.331,7.1,27.6,17.9,12.0,1.4,3.4,12.4,21.4,,3.6,3.5,7.1,.203,,1.7,1.9,3.6,2.4,2000,0
John Salley,C,35,LAL,45,303,8.3,.437,.000,.406,7.2,15.7,11.5,12.1,1.4,3.2,18.1,14.4,,-0.1,0.6,0.5,.083,,-5.6,2.7,-2.9,-0.1,2000,0
Dickey Simpkins,PF,27,CHI,69,1651,5.5,.439,.004,.438,8.6,17.9,13.2,10.4,0.7,1.0,28.1,12.6,,-2.0,1.3,-0.7,-0.021,,-5.8,-0.4,-6.3,-1.8,2000,0
Brian Skinner,PF,23,LAC,33,775,11.9,.550,.000,.485,8.8,20.5,14.5,2.2,1.1,3.9,18.5,11.4,,0.5,0.5,0.9,.057,,-2.5,0.1,-2.3,-0.1,2000,0
Joe Smith,C,24,MIN,78,1975,14.4,.525,.002,.414,10.8,17.7,14.3,6.7,1.2,3.1,13.9,19.5,,2.2,2.5,4.7,.114,,-2.1,-0.3,-2.4,-0.2,2000,0
Rik Smits,C,33,IND,79,1852,17.3,.518,.001,.237,5.9,17.9,12.1,8.5,0.6,3.6,9.9,26.8,,1.6,2.2,3.8,.099,,-1.3,-0.2,-1.5,0.2,2000,0
Felton Spencer,C,32,SAS,26,149,13.6,.541,.000,.909,12.0,17.5,14.9,3.1,2.1,3.7,16.3,17.1,,0.2,0.3,0.5,.159,,-3.8,1.7,-2.1,0.0,2000,0
Ryan Stack,PF,24,CLE,25,198,4.6,.413,.020,.529,8.4,17.1,12.7,3.8,1.0,4.0,21.3,17.5,,-0.4,0.2,-0.1,-0.031,,-8.4,0.0,-8.4,-0.3,2000,0
Vladimir Stepania,C,23,SEA,30,202,6.7,.395,.076,.456,11.3,14.3,12.7,2.3,2.5,3.8,18.8,25.5,,-0.6,0.3,-0.3,-0.080,,-9.7,-1.1,-10.8,-0.5,2000,0
Michael Stewart,C,24,TOR,42,389,5.4,.432,.000,.604,9.2,18.2,13.5,2.2,0.7,3.4,20.2,9.6,,-0.1,0.4,0.2,.030,,-7.4,-0.8,-8.2,-0.6,2000,0
Derek Strong,PF,31,ORL,20,148,12.0,.499,.083,.292,8.1,24.2,16.2,4.1,1.7,0.9,18.1,18.8,,0.0,0.2,0.2,.069,,-3.1,-0.6,-3.7,-0.1,2000,0
Bruno Šundov,C,19,DAL,14,61,7.8,.408,.000,.065,8.9,12.3,10.6,5.3,1.7,2.2,11.1,26.0,,-0.1,0.0,-0.1,-0.050,,-8.6,-2.4,-11.0,-0.1,2000,0
Žan Tabak,C,29,IND,18,114,13.6,.493,.000,.235,16.4,15.2,15.7,5.6,1.4,5.2,22.7,19.3,,0.0,0.2,0.1,.054,,-2.6,0.5,-2.1,0.0,2000,0
Maurice Taylor,PF,23,LAC,62,2227,13.4,.492,.008,.203,4.6,15.8,10.0,8.6,1.2,1.5,13.6,24.8,,-0.8,0.5,-0.3,-0.007,,-1.9,-1.9,-3.8,-1.0,2000,0
John Thomas,C,24,TOR,55,477,6.5,.456,.009,.383,8.4,9.2,8.8,2.9,1.3,2.1,10.1,12.9,,0.1,0.3,0.4,.038,,-5.9,-0.9,-6.9,-0.6,2000,0
Kenny Thomas,PF,22,HOU,72,1797,12.0,.477,.230,.394,9.4,17.7,13.6,9.8,1.5,0.8,15.2,18.0,,0.6,1.6,2.2,.058,,-1.8,-0.8,-2.6,-0.3,2000,0
Kurt Thomas,PF,27,NYK,80,1971,13.6,.542,.006,.239,8.9,21.1,15.2,7.0,1.4,1.6,15.1,16.7,,1.9,3.4,5.2,.127,,-1.4,1.4,-0.1,1.0,2000,0
Otis Thorpe,PF,37,MIA,51,777,11.1,.528,.012,.198,8.8,15.6,12.4,7.2,1.8,0.8,18.3,19.4,,0.0,1.1,1.1,.069,,-4.1,0.1,-4.0,-0.4,2000,0
Robert Traylor,PF,22,MIL,44,447,15.8,.517,.033,.557,13.1,16.9,15.0,6.7,2.9,4.2,15.1,17.8,,0.5,0.5,1.0,.112,,-1.8,0.3,-1.5,0.1,2000,0
Mirsad Türkcan,PF,23,TOT,17,90,11.1,.397,.158,.211,17.1,25.8,21.5,8.9,1.8,0.8,16.2,24.8,,-0.1,0.1,0.0,-0.019,,-4.4,-2.0,-6.3,-0.1,2000,0
Mirsad Türkcan,PF,23,NYK,7,25,3.8,.200,.200,.000,9.8,36.8,23.7,6.1,4.3,0.0,9.1,20.9,,-0.1,0.1,-0.1,-0.101,,-8.9,0.8,-8.1,0.0,2000,0
Mirsad Türkcan,PF,23,MIL,10,65,13.9,.460,.143,.286,19.9,21.5,20.7,10.0,0.8,1.2,18.2,26.4,,0.0,0.0,0.0,.012,,-2.6,-3.0,-5.7,-0.1,2000,0
Keith Van Horn,PF,24,NJN,80,2782,18.1,.537,.181,.313,7.7,19.7,13.5,10.3,1.2,1.5,14.6,26.8,,3.2,2.4,5.5,.096,,1.2,-1.5,-0.3,1.2,2000,0
Loy Vaught,PF,31,DET,43,292,8.5,.390,.034,.180,10.3,25.7,18.0,5.7,1.0,1.0,10.3,16.1,,-0.2,0.3,0.2,.026,,-3.9,-1.6,-5.5,-0.3,2000,0
Antoine Walker,PF,23,BOS,82,3003,17.8,.494,.189,.295,7.2,18.2,12.4,18.2,2.0,0.8,13.2,28.3,,2.3,2.7,5.0,.080,,1.8,-1.1,0.7,2.1,2000,0
Samaki Walker,PF,23,SAS,71,980,13.1,.499,.000,.413,9.3,21.6,15.8,6.4,0.5,2.5,15.1,20.0,,0.3,1.7,2.0,.098,,-2.6,-0.1,-2.7,-0.2,2000,0
Ben Wallace,PF,25,ORL,81,1959,14.4,.508,.000,.341,11.8,25.2,18.5,4.8,1.8,4.6,14.9,9.7,,1.7,3.9,5.6,.138,,-0.3,2.1,1.8,1.9,2000,0
Rasheed Wallace,PF,25,POR,81,2845,18.1,.556,.048,.317,5.6,17.2,11.7,8.7,1.6,2.8,11.6,21.9,,4.6,4.7,9.3,.156,,1.2,1.0,2.2,3.0,2000,0
Clarence Weatherspoon,PF,29,MIA,78,1615,16.2,.566,.000,.437,9.6,21.9,16.1,9.3,1.7,2.2,16.7,17.3,,2.2,2.9,5.1,.152,,0.0,1.2,1.2,1.3,2000,0
Chris Webber,PF,26,SAC,75,2880,23.4,.530,.061,.267,6.8,21.8,14.3,21.1,2.0,2.9,11.2,28.2,,5.7,5.0,10.7,.179,,3.6,2.1,5.7,5.6,2000,0
Bill Wennington,C,36,SAC,7,57,7.6,.352,.000,.105,9.1,25.8,17.4,2.4,1.7,2.3,4.8,15.3,,0.0,0.1,0.1,.050,,-6.0,0.2,-5.8,-0.1,2000,0
Mark West,C,39,PHO,22,127,4.3,.483,.000,.667,5.4,21.5,13.6,2.1,0.8,2.3,27.9,7.5,,-0.1,0.2,0.2,.061,,-6.6,1.5,-5.1,-0.1,2000,0
Jahidi White,C,23,WAS,80,1537,15.7,.524,.000,.469,15.0,26.6,20.7,1.6,1.0,3.9,14.8,18.4,,1.3,1.9,3.2,.101,,-1.6,-1.1,-2.7,-0.3,2000,0
Aaron Williams,PF,28,WAS,81,1545,17.7,.572,.007,.447,11.7,18.9,15.2,6.2,1.4,4.3,12.9,17.8,,3.2,1.6,4.8,.150,,0.0,0.4,0.3,0.9,2000,0
Jerome Williams,PF,26,DET,82,2102,17.9,.593,.007,.623,15.3,28.2,21.7,5.0,2.3,0.7,15.3,14.3,,4.6,3.0,7.6,.174,,1.7,-0.5,1.2,1.7,2000,0
Lorenzo Williams,PF,30,WAS,8,76,16.1,.778,.000,.000,18.0,19.9,18.9,2.0,2.0,5.7,25.0,7.0,,0.2,0.1,0.3,.165,,0.1,1.5,1.6,0.1,2000,0
Scott Williams,C,31,MIL,68,1488,15.6,.539,.000,.303,14.0,21.2,17.6,2.9,1.4,3.3,11.9,16.4,,2.5,1.4,3.9,.124,,-0.9,-1.1,-2.0,0.0,2000,0
Kevin Willis,PF,37,TOR,79,1679,12.3,.471,.005,.288,13.0,19.4,16.1,4.8,1.1,2.0,13.3,19.5,,0.7,1.6,2.3,.066,,-3.5,-2.1,-5.6,-1.5,2000,0
Lorenzen Wright,C,24,ATL,75,1205,13.9,.533,.008,.374,10.6,17.1,13.9,2.9,1.3,2.2,13.6,17.9,,1.3,0.9,2.2,.088,,-2.5,-0.9,-3.5,-0.4,2000,0
Tim Young,C,23,GSW,25,137,11.7,.492,.000,.923,9.4,18.0,13.4,5.5,0.7,0.5,14.1,19.6,,0.1,0.0,0.2,.058,,-2.6,-2.3,-4.9,-0.1,2000,0
John Amaechi,C,30,ORL,82,1710,8.7,.455,.012,.471,4.9,12.7,8.7,7.0,0.8,1.2,14.8,21.7,,-1.3,1.4,0.0,.001,,-4.3,-1.8,-6.1,-1.7,2001,0
Isaac Austin,C,31,VAN,52,845,8.3,.393,.089,.148,6.8,23.1,15.0,11.2,1.2,1.9,15.8,18.5,,-1.3,0.9,-0.5,-0.026,,-4.4,0.1,-4.3,-0.5,2001,0
