Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,all_nba_1st_team
Joe Barry Carroll,C,23,GSW,76,75,2627,7.2,13.9,.519,0.0,0.0,.000,7.2,13.9,.519,3.2,4.4,.728,2.9,5.8,8.7,0.9,0.9,1.7,2.8,3.6,17.7,1982,0
Bill Cartwright,C,24,NYK,72,50,2060,6.8,12.1,.562,0.0,0.0,,6.8,12.1,.562,4.5,5.9,.763,2.0,5.3,7.4,1.5,0.8,1.1,2.9,3.6,18.1,1982,0
Harvey Catchings,PF,30,MIL,80,9,1603,2.1,5.0,.420,0.0,0.0,,2.1,5.0,.420,0.9,1.5,.594,2.9,5.1,8.0,2.2,0.9,3.0,2.1,5.3,5.1,1982,0
Bobby Cattage,PF,23,UTA,49,0,337,6.4,14.4,.444,0.0,0.2,.000,6.4,14.2,.451,3.2,4.4,.732,2.4,5.4,7.8,0.7,0.7,0.0,1.9,6.2,16.0,1982,0
Tom Chambers,PF,22,SDC,81,58,2682,7.4,14.2,.525,0.0,0.0,.000,7.4,14.1,.526,3.8,6.1,.620,2.8,4.7,7.5,2.0,0.8,0.6,3.0,4.6,18.7,1982,0
Jim Chones,C,32,WSB,59,13,867,3.1,7.1,.433,0.0,0.0,,3.1,7.1,.433,1.5,1.9,.783,1.6,6.1,7.7,2.7,0.6,1.3,1.7,4.7,7.6,1982,0
Jeff Cook,PF,25,PHO,76,22,1298,4.2,9.9,.422,0.0,0.1,.000,4.2,9.9,.424,2.5,3.7,.664,3.1,5.2,8.3,2.8,1.0,0.6,2.2,4.8,10.8,1982,0
Joe Cooper,C,24,NJN,1,0,11,3.3,6.5,.500,0.0,0.0,,3.3,6.5,.500,0.0,0.0,,3.3,3.3,6.5,0.0,0.0,0.0,3.3,6.5,6.5,1982,0
Wayne Cooper,C,25,DAL,76,38,1818,5.6,13.2,.420,0.0,0.2,.125,5.5,13.1,.424,2.4,3.2,.744,4.0,6.9,10.9,2.3,0.7,2.1,1.7,5.6,13.5,1982,0
Dave Corzine,C,25,SAS,82,21,2189,5.5,10.7,.519,0.0,0.1,.250,5.5,10.6,.520,2.6,3.5,.746,3.5,6.9,10.3,2.1,0.5,2.1,2.3,3.9,13.7,1982,0
Geoff Crompton,C,26,MIL,35,1,203,2.0,5.7,.344,0.0,0.0,,2.0,5.7,.344,1.1,2.7,.400,1.8,5.5,7.3,2.3,1.1,2.1,3.0,6.9,5.0,1982,0
Pat Cummings,PF,25,MIL,78,7,1132,7.0,13.7,.509,0.0,0.1,.000,7.0,13.6,.512,2.1,2.9,.736,1.9,5.9,7.8,3.1,0.7,0.3,3.4,7.2,16.1,1982,0
Earl Cureton,PF,24,PHI,66,8,956,5.6,11.5,.487,0.0,0.1,.000,5.6,11.4,.490,1.9,3.5,.543,3.4,6.8,10.2,1.2,1.2,1.0,1.7,5.3,13.1,1982,0
Darryl Dawkins,C,25,PHI,48,36,1124,6.6,11.8,.564,0.0,0.1,.000,6.6,11.7,.567,3.7,5.3,.695,2.2,7.6,9.8,1.8,0.6,1.8,3.1,6.2,16.9,1982,0
Larry Demic,PF,24,NYK,48,0,356,3.9,8.4,.470,0.0,0.1,.000,3.9,8.3,.476,1.4,3.9,.359,2.9,5.1,8.0,1.4,0.4,0.6,2.6,6.6,9.3,1982,0
Kenny Dennard,PF,23,KCK,30,3,607,3.7,7.2,.512,0.0,0.0,,3.7,7.2,.512,1.5,2.4,.650,2.8,5.1,7.9,2.5,2.1,0.5,2.1,4.8,8.9,1982,0
Coby Dietrick,C,33,CHI,74,0,999,3.3,7.2,.460,0.0,0.0,.000,3.3,7.2,.462,1.4,1.9,.704,2.3,4.5,6.8,3.1,1.8,1.1,1.6,4.7,8.0,1982,0
James Donaldson,C,24,SEA,82,1,1710,5.4,8.8,.609,0.0,0.0,,5.4,8.8,.609,3.2,5.1,.629,2.9,7.4,10.3,1.1,0.6,2.9,2.4,3.9,13.9,1982,0
Leon Douglas,C,27,KCK,63,17,1093,2.3,4.6,.500,0.0,0.0,,2.3,4.6,.500,1.1,2.6,.400,3.7,5.9,9.6,1.2,0.5,1.3,1.8,6.9,5.7,1982,0
James Edwards,C,26,CLE,77,75,2539,7.5,14.6,.511,0.0,0.1,.000,7.5,14.6,.513,3.3,4.8,.684,2.7,5.6,8.2,1.7,0.3,1.7,2.3,4.9,18.3,1982,0
Len Elmore,C,29,NJN,81,70,2100,5.1,11.2,.460,0.0,0.0,,5.1,11.2,.460,2.3,2.9,.794,2.9,4.7,7.6,1.7,1.6,1.6,2.3,4.8,12.6,1982,0
Eric Fernsten,C,28,BOS,43,0,202,3.4,8.7,.388,0.0,0.0,,3.4,8.7,.388,3.4,5.3,.633,2.1,5.3,7.5,1.4,0.9,1.2,2.3,4.1,10.2,1982,0
Artis Gilmore*,C,32,CHI,82,82,2796,7.0,10.8,.652,0.0,0.0,1.000,7.0,10.8,.652,5.5,7.1,.768,2.9,7.9,10.8,1.8,0.6,2.8,2.9,3.7,19.5,1982,0
Mike Gminski,C,22,NJN,64,6,740,5.8,13.1,.441,0.0,0.0,,5.8,13.1,.441,4.7,5.7,.822,3.4,5.6,9.0,2.0,0.8,2.3,2.7,3.4,16.3,1982,0
Dave Greenwood,PF,24,CHI,82,82,2914,5.9,12.5,.473,0.0,0.0,.000,5.9,12.5,.475,3.0,3.6,.825,2.4,7.3,9.7,3.2,0.9,1.1,2.2,3.6,14.8,1982,0
Paul Griffin,PF,28,SAS,23,0,459,2.5,5.2,.485,0.0,0.0,,2.5,5.2,.485,1.9,2.9,.649,2.3,5.2,7.5,4.2,1.6,0.6,3.1,5.3,6.9,1982,0
Pétur Guðmundsson,C,23,POR,68,6,845,3.5,7.1,.500,0.0,0.0,1.000,3.5,7.0,.497,2.2,3.2,.684,2.2,5.8,7.9,2.5,0.6,1.3,3.1,6.9,9.3,1982,0
Mike Harper,PF,24,POR,68,38,1433,4.6,9.3,.497,0.0,0.0,.000,4.6,9.3,.499,2.4,3.8,.627,3.2,5.3,8.5,1.4,1.4,2.1,2.3,5.8,11.7,1982,0
Steve Hawes,PF,31,ATL,49,42,1317,4.9,10.1,.481,0.1,0.3,.400,4.8,9.8,.483,2.6,3.4,.762,2.4,6.3,8.7,3.9,1.0,0.9,2.4,4.3,12.5,1982,0
Elvin Hayes*,PF,36,HOU,82,82,3032,6.2,13.1,.472,0.0,0.1,.000,6.2,13.0,.474,3.3,5.0,.664,3.2,5.7,8.9,1.7,0.7,1.2,2.5,3.4,15.6,1982,0
Steve Hayes,C,26,TOT,35,0,487,4.0,8.2,.486,0.0,0.0,,4.0,8.2,.486,2.4,3.9,.604,2.9,5.8,8.6,2.1,0.3,1.5,1.4,5.2,10.3,1982,0
Steve Hayes,C,26,SAS,9,0,75,3.8,8.6,.444,0.0,0.0,,3.8,8.6,.444,3.4,5.8,.583,3.4,4.8,8.2,1.9,0.5,1.0,1.0,8.2,11.0,1982,0
Steve Hayes,C,26,DET,26,0,412,4.0,8.1,.495,0.0,0.0,,4.0,8.1,.495,2.2,3.6,.610,2.8,5.9,8.7,2.1,0.3,1.6,1.5,4.7,10.2,1982,0
Spencer Haywood*,PF,32,WSB,76,63,2086,6.8,14.3,.476,0.0,0.1,.000,6.8,14.3,.478,3.8,4.5,.842,2.5,4.8,7.3,1.1,0.8,1.2,3.0,4.3,17.4,1982,0
Cedrick Hordges,PF,25,DEN,77,1,1372,5.4,10.9,.493,0.1,0.3,.231,5.3,10.5,.501,3.0,5.2,.583,3.1,7.2,10.4,1.7,0.7,0.5,2.9,6.0,13.8,1982,0
Dan Issel*,C,33,DEN,81,81,2472,9.5,18.0,.527,0.1,0.1,.667,9.4,17.9,.526,8.0,9.5,.834,2.5,6.3,8.9,2.6,1.0,0.8,2.5,3.6,27.0,1982,0
Clemon Johnson,C,25,IND,79,42,1979,5.7,11.7,.487,0.0,0.0,,5.7,11.7,.487,2.2,3.4,.651,3.3,7.0,10.4,2.3,1.1,2.0,2.5,4.4,13.6,1982,0
George Johnson,C,33,SAS,75,62,1578,2.1,4.4,.467,0.0,0.0,,2.1,4.4,.467,1.0,1.5,.672,3.5,6.9,10.4,1.8,0.5,5.3,2.1,5.9,5.1,1982,0
George Johnson,PF,25,IND,59,4,720,6.0,14.5,.412,0.0,0.1,.000,6.0,14.4,.415,3.0,4.0,.750,3.6,7.2,10.8,2.0,1.8,1.2,3.4,7.3,15.0,1982,0
Mickey Johnson,PF,29,MIL,76,71,1934,6.9,14.1,.491,0.0,0.1,.143,6.9,14.0,.495,4.3,5.4,.801,2.5,6.0,8.5,4.0,1.3,0.8,3.6,4.5,18.2,1982,0
Reggie Johnson,PF,24,TOT,75,48,1904,6.6,12.5,.530,0.0,0.0,.000,6.6,12.5,.531,2.2,2.9,.756,2.6,5.9,8.5,1.4,0.6,1.1,1.9,4.9,15.5,1982,0
Reggie Johnson,PF,24,SAS,21,17,504,6.7,13.9,.485,0.0,0.0,,6.7,13.9,.485,2.3,2.9,.800,3.1,6.7,9.8,1.4,0.5,1.1,1.9,4.8,15.7,1982,0
Reggie Johnson,PF,24,CLE,23,22,617,5.5,10.2,.537,0.0,0.0,,5.5,10.2,.537,2.0,2.6,.795,2.5,4.8,7.3,1.3,0.4,1.0,1.4,4.3,13.0,1982,0
Reggie Johnson,PF,24,KCK,31,9,783,7.5,13.5,.556,0.0,0.0,.000,7.5,13.4,.558,2.3,3.3,.708,2.5,6.2,8.7,1.4,0.9,1.2,2.3,5.4,17.3,1982,0
Steve Johnson,C,24,KCK,78,50,1741,8.2,13.3,.613,0.0,0.0,,8.2,13.3,.613,4.4,6.8,.642,3.1,6.3,9.5,1.9,0.8,1.8,4.1,7.7,20.7,1982,0
Bobby Jones*,PF,30,PHI,76,73,2181,6.9,12.2,.564,0.0,0.0,.000,6.9,12.1,.567,4.3,5.5,.790,1.8,4.7,6.5,3.1,1.6,1.8,2.4,3.5,18.1,1982,0
Caldwell Jones,C,31,PHI,81,47,2446,3.4,6.8,.497,0.0,0.0,.000,3.4,6.8,.500,2.6,3.2,.817,2.4,8.0,10.4,1.5,0.6,2.1,2.3,4.4,9.4,1982,0
Dwight Jones,PF,29,CHI,78,18,2040,5.3,10.1,.530,0.0,0.0,1.000,5.3,10.1,.529,3.0,4.2,.723,2.8,6.2,8.9,2.0,0.9,0.6,2.7,3.8,13.7,1982,0
Edgar Jones,PF,25,DET,48,19,802,6.4,11.6,.548,0.0,0.1,.500,6.3,11.5,.549,4.0,5.8,.698,3.1,6.1,9.3,1.8,1.3,4.1,3.0,6.7,16.8,1982,0
Major Jones,PF,28,HOU,60,6,746,5.5,10.3,.531,0.0,0.1,.000,5.5,10.1,.538,2.0,3.7,.545,3.9,5.9,9.7,1.2,1.0,1.4,2.4,4.8,12.9,1982,0
Clarence Kea,PF,22,DAL,35,0,248,3.8,7.1,.531,0.0,0.0,,3.8,7.1,.531,4.2,6.1,.690,3.8,5.1,8.9,2.0,0.6,0.4,2.3,8.0,11.8,1982,0
Rich Kelley,C,28,PHO,81,39,1892,4.5,9.6,.467,0.0,0.0,.000,4.5,9.6,.468,3.2,4.2,.749,3.2,6.3,9.5,5.6,1.2,1.4,4.6,5.6,12.2,1982,0
Larry Kenon,PF,29,CHI,60,30,1036,6.7,14.3,.466,0.0,0.0,,6.7,14.3,.466,1.7,3.1,.568,2.5,3.8,6.3,2.3,1.0,0.2,2.8,2.5,15.1,1982,0
Joel Kramer,PF,26,PHO,56,0,549,3.6,8.7,.414,0.0,0.0,,3.6,8.7,.414,2.2,2.8,.786,2.4,4.7,7.1,3.3,1.2,0.7,1.7,4.1,9.4,1982,0
Kevin Kunnert,C,30,POR,21,0,237,3.0,7.3,.417,0.0,0.0,,3.0,7.3,.417,1.4,2.6,.529,3.0,7.0,10.0,2.7,0.5,0.9,2.7,7.7,7.4,1982,0
Mitch Kupchak,PF,27,LAL,26,26,821,6.7,11.7,.573,0.0,0.0,,6.7,11.7,.573,2.9,4.3,.663,2.8,6.4,9.2,1.4,0.5,0.4,1.9,3.5,16.3,1982,0
Sam Lacey,C,33,TOT,56,7,670,3.6,8.3,.435,0.0,0.1,.000,3.6,8.2,.438,1.5,2.0,.730,1.1,4.7,5.7,4.1,1.2,2.0,3.0,7.5,8.7,1982,0
Sam Lacey,C,33,KCK,2,1,20,5.4,9.0,.600,0.0,0.0,,5.4,9.0,.600,0.0,3.6,.000,0.0,7.2,7.2,7.2,3.6,1.8,3.6,3.6,10.8,1982,0
Sam Lacey,C,33,NJN,54,6,650,3.5,8.3,.430,0.0,0.1,.000,3.5,8.2,.432,1.5,1.9,.771,1.1,4.6,5.7,4.0,1.1,2.0,3.0,7.6,8.6,1982,0
Tom LaGarde,C,26,DAL,47,28,909,4.5,10.7,.420,0.0,0.1,.000,4.5,10.6,.423,3.4,6.6,.518,2.5,5.8,8.3,1.9,0.7,0.7,3.2,5.5,12.4,1982,0
Bill Laimbeer,C,24,TOT,80,34,1829,5.2,10.6,.494,0.1,0.3,.308,5.1,10.3,.499,3.6,4.6,.793,4.6,7.5,12.1,2.0,0.8,1.3,2.4,5.8,14.1,1982,0
